This file is created using RaceChrono v10.2.4 ( http://racechrono.com/ ).
Format,3
Session title,"Sonoma Raceway"
Session type,Lap timing
Track name,"Sonoma Raceway"
Driver name,"Max Fischer"
Created,27/08/2026,05:24
Note,Converted from Ducati DDA binary log

timestamp,fragment_id,lap_number,elapsed_time,distance_traveled,altitude,bearing,latitude,longitude,speed,engine_rpm,throttle_position,gear,lean_angle,torque_reduction_fast,torque_reduction_slow
unix time,,,s,m,m,deg,deg,deg,m/s,rpm,%,#,deg,%,%
,,,,,100: gps,100: gps,100: gps,100: gps,100: gps,100: can,100: can,100: can,100: can,100: can,100: can
1724868095.30,0,,73.30,1185.33,31.4,146.9,38.1636340,-122.4602710,39.885,7291,0.0,4,0.6,0,0
1724868095.40,0,,73.40,1189.13,31.4,148.1,38.1636050,-122.4602480,38.919,7370,0.0,4,-0.0,0,0
1724868095.50,0,,73.50,1192.88,31.4,146.0,38.1635770,-122.4602240,38.974,7321,0.0,4,0.6,0,0
1724868095.60,0,,73.60,1196.68,31.4,148.1,38.1635480,-122.4602010,38.810,7264,0.0,4,0.6,0,0
1724868095.70,0,,73.70,1200.39,31.4,147.1,38.1635200,-122.4601780,38.573,7424,0.0,4,-0.3,0,0
1724868095.80,0,,73.80,1204.05,33.8,148.3,38.1634920,-122.4601560,38.482,8535,0.0,3,-0.4,0,0
1724868095.90,0,,73.90,1207.66,33.8,146.2,38.1634650,-122.4601330,37.771,8480,0.0,3,0.2,0,0
1724868096.00,0,,74.00,1211.23,33.8,147.4,38.1634380,-122.4601110,37.516,8283,0.0,3,0.8,0,0
1724868096.10,0,,74.10,1214.79,33.8,147.4,38.1634110,-122.4600890,36.495,8154,0.0,3,0.8,0,0
1724868096.20,0,,74.20,1218.27,33.8,146.4,38.1633850,-122.4600670,36.003,8007,0.0,3,0.2,0,0
1724868096.30,0,,74.30,1221.69,33.8,147.6,38.1633590,-122.4600460,35.529,7945,0.0,3,-0.5,0,0
1724868096.40,0,,74.40,1225.02,33.8,146.6,38.1633340,-122.4600250,34.982,7864,0.0,3,-1.2,0,0
1724868096.50,0,,74.50,1228.45,33.8,147.6,38.1633080,-122.4600040,34.672,7780,0.0,3,-1.9,0,0
1724868096.60,0,,74.60,1231.64,33.8,146.8,38.1632840,-122.4599840,34.362,7730,0.0,3,-3.2,0,0
1724868096.70,0,,74.70,1234.97,33.8,146.6,38.1632590,-122.4599630,34.070,7616,0.0,3,-4.4,0,0
1724868096.80,0,,74.80,1238.16,34.0,146.8,38.1632350,-122.4599430,33.578,7527,0.0,3,-5.3,0,0
1724868096.90,0,,74.90,1241.35,34.0,146.8,38.1632110,-122.4599230,33.268,7450,0.0,3,-6.1,0,0
1724868097.00,0,,75.00,1244.54,34.0,146.8,38.1631870,-122.4599030,32.812,7332,0.0,3,-7.5,0,0
1724868097.10,0,,75.10,1247.59,34.0,147.0,38.1631640,-122.4598840,32.339,7231,0.0,3,-8.9,0,0
1724868097.20,0,,75.20,1250.78,34.0,146.8,38.1631400,-122.4598640,31.883,7174,0.0,3,-10.9,0,0
1724868097.30,0,,75.30,1253.74,34.0,145.8,38.1631180,-122.4598450,31.609,7096,0.0,3,-12.9,0,0
1724868097.40,0,,75.40,1256.74,34.0,144.4,38.1630960,-122.4598250,31.336,7075,0.0,3,-14.6,0,0
1724868097.50,0,,75.50,1259.70,34.0,145.8,38.1630740,-122.4598060,31.172,7000,0.0,3,-16.3,0,0
1724868097.60,0,,75.60,1262.71,34.0,144.4,38.1630520,-122.4597860,30.898,6938,0.0,3,-18.5,0,0
1724868097.70,0,,75.70,1265.57,34.0,144.6,38.1630310,-122.4597670,30.643,6890,0.0,3,-20.2,0,0
1724868097.80,0,,75.80,1268.49,32.8,143.2,38.1630100,-122.4597470,30.370,6808,0.0,3,-21.8,0,0
1724868097.90,0,,75.90,1271.27,32.8,143.2,38.1629900,-122.4597280,30.060,6794,0.0,3,-23.3,0,0
1724868098.00,0,,76.00,1274.10,32.8,141.8,38.1629700,-122.4597080,29.951,6725,0.0,3,-25.2,0,0
1724868098.10,0,,76.10,1276.84,32.8,140.4,38.1629510,-122.4596880,29.714,6670,0.0,3,-26.7,0,0
1724868098.20,0,,76.20,1279.58,32.8,140.4,38.1629320,-122.4596680,29.404,6601,0.0,3,-27.7,0,0
1724868098.30,0,,76.30,1282.24,32.8,138.9,38.1629140,-122.4596480,29.094,6559,0.0,3,-28.7,0,0
1724868098.40,0,,76.40,1284.95,32.8,137.5,38.1628960,-122.4596270,28.930,6504,0.0,3,-29.2,0,0
1724868098.50,0,,76.50,1287.53,32.8,137.2,38.1628790,-122.4596070,28.729,6456,0.0,3,-29.6,0,0
1724868098.60,0,,76.60,1290.17,32.8,135.8,38.1628620,-122.4595860,28.474,6430,0.0,3,-29.8,0,0
1724868098.70,0,,76.70,1292.80,32.8,135.8,38.1628450,-122.4595650,28.273,6363,0.0,3,-30.0,0,0
1724868098.80,0,,76.80,1295.42,30.5,132.8,38.1628290,-122.4595430,28.036,6311,0.0,3,-30.3,0,0
1724868098.90,0,,76.90,1297.90,30.5,132.3,38.1628140,-122.4595220,27.891,6285,0.0,3,-30.5,0,0
1724868099.00,0,,77.00,1300.45,30.5,130.9,38.1627990,-122.4595000,27.690,6240,0.0,3,-31.0,0,0
1724868099.10,0,,77.10,1302.99,30.5,127.7,38.1627850,-122.4594770,27.526,6182,0.0,3,-31.3,0,0
1724868099.20,0,,77.20,1305.46,30.5,129.0,38.1627710,-122.4594550,27.326,6153,0.0,3,-31.6,0,0
1724868099.30,0,,77.30,1308.01,30.5,127.7,38.1627570,-122.4594320,27.180,6146,0.0,3,-32.4,0,0
1724868099.40,0,,77.40,1310.48,30.5,125.7,38.1627440,-122.4594090,27.034,6094,0.0,3,-32.8,0,0
1724868099.50,0,,77.50,1312.97,30.5,122.5,38.1627320,-122.4593850,26.870,6088,0.0,3,-33.0,0,0
1724868099.60,0,,77.60,1315.46,30.5,122.5,38.1627200,-122.4593610,26.870,6043,0.0,3,-33.6,0,0
1724868099.70,0,,77.70,1317.81,30.5,121.3,38.1627090,-122.4593380,26.669,6023,0.0,3,-34.1,0,0
1724868099.80,0,,77.80,1320.26,28.3,117.0,38.1626990,-122.4593130,26.633,5975,0.0,3,-34.6,0,0
1724868099.90,0,,77.90,1322.59,28.3,115.5,38.1626900,-122.4592890,26.487,5953,0.0,3,-34.8,0,0
1724868100.00,0,,78.00,1324.99,28.3,114.6,38.1626810,-122.4592640,26.341,5923,0.0,3,-34.6,0,0
1724868100.10,0,,78.10,1327.35,28.3,112.1,38.1626730,-122.4592390,26.141,5907,0.0,3,-34.8,0,0
1724868100.20,0,,78.20,1329.67,28.3,109.6,38.1626660,-122.4592140,26.068,5878,0.0,3,-35.2,0,0
1724868100.30,0,,78.30,1331.99,28.3,109.6,38.1626590,-122.4591890,25.995,5848,0.0,3,-35.2,0,0
1724868100.40,0,,78.40,1334.28,28.3,107.0,38.1626530,-122.4591640,25.812,5812,0.0,3,-35.4,0,0
1724868100.50,0,,78.50,1336.65,28.3,106.4,38.1626470,-122.4591380,25.667,5802,0.0,3,-35.5,0,0
1724868100.60,0,,78.60,1338.99,28.3,103.7,38.1626420,-122.4591120,25.576,5756,0.0,3,-35.0,0,0
1724868100.70,0,,78.70,1341.24,28.3,104.3,38.1626370,-122.4590870,25.466,5732,0.0,3,-34.9,0,0
1724868100.80,0,,78.80,1343.56,26.2,101.1,38.1626330,-122.4590610,25.339,5710,0.0,3,-35.2,0,0
1724868100.90,0,,78.90,1345.85,26.2,98.3,38.1626300,-122.4590350,25.247,5715,4.0,3,-35.0,0,0
1724868101.00,0,,79.00,1348.15,26.2,98.3,38.1626270,-122.4590090,25.138,5677,5.5,3,-35.0,0,0
1724868101.10,0,,79.10,1350.44,26.2,95.6,38.1626250,-122.4589830,25.083,5668,6.5,3,-35.2,0,0
1724868101.20,0,,79.20,1352.62,26.2,92.9,38.1626240,-122.4589580,25.029,5636,8.5,3,-35.2,0,0
1724868101.30,0,,79.30,1354.90,26.2,90.0,38.1626240,-122.4589320,24.974,5708,13.5,3,-35.2,0,0
1724868101.40,0,,79.40,1357.08,26.2,90.0,38.1626240,-122.4589070,25.156,5802,17.5,3,-35.2,0,0
1724868101.50,0,,79.50,1359.36,26.2,87.2,38.1626250,-122.4588810,25.047,5680,18.0,3,-35.0,0,0
1724868101.60,0,,79.60,1361.55,26.2,87.1,38.1626260,-122.4588560,25.138,5757,21.5,3,-34.9,0,0
1724868101.70,0,,79.70,1363.83,26.2,84.4,38.1626280,-122.4588300,25.375,5774,25.5,3,-35.0,0,0
1724868101.80,0,,79.80,1366.04,24.3,81.3,38.1626310,-122.4588050,25.594,5805,25.5,3,-35.1,0,0
1724868101.90,0,,79.90,1368.34,24.3,81.7,38.1626340,-122.4587790,25.721,5833,24.5,3,-35.3,0,0
1724868102.00,0,,80.00,1370.60,24.3,75.7,38.1626390,-122.4587540,25.831,5840,24.5,3,-35.4,0,0
1724868102.10,0,,80.10,1372.91,24.3,78.9,38.1626430,-122.4587280,25.849,5868,24.0,3,-35.4,0,0
1724868102.20,0,,80.20,1375.20,24.3,73.0,38.1626490,-122.4587030,25.940,5901,21.0,3,-35.5,0,0
1724868102.30,0,,80.30,1377.48,24.3,73.0,38.1626550,-122.4586780,26.159,5878,23.0,3,-35.6,0,0
1724868102.40,0,,80.40,1379.80,24.3,70.4,38.1626620,-122.4586530,26.068,5958,27.0,3,-35.6,0,0
1724868102.50,0,,80.50,1382.16,24.3,67.9,38.1626700,-122.4586280,26.286,5992,25.0,3,-35.5,0,0
1724868102.60,0,,80.60,1384.44,24.3,67.0,38.1626780,-122.4586040,26.432,5948,21.0,3,-35.5,0,0
1724868102.70,0,,80.70,1386.72,24.3,67.0,38.1626860,-122.4585800,26.451,5993,20.5,3,-35.4,0,0
1724868102.80,0,,80.80,1389.10,22.1,62.1,38.1626960,-122.4585560,26.414,6006,18.0,3,-35.2,0,0
1724868102.90,0,,80.90,1391.47,22.1,62.1,38.1627060,-122.4585320,26.451,5959,16.5,3,-35.4,0,0
1724868103.00,0,,81.00,1393.84,22.1,62.1,38.1627160,-122.4585080,26.469,6027,15.0,3,-35.4,0,0
1724868103.10,0,,81.10,1396.20,22.1,58.7,38.1627270,-122.4584850,26.560,5974,15.0,3,-35.7,0,0
1724868103.20,0,,81.20,1398.54,22.1,55.2,38.1627390,-122.4584630,26.487,6048,15.0,3,-35.9,0,0
1724868103.30,0,,81.30,1400.88,22.1,55.2,38.1627510,-122.4584410,26.578,6027,15.0,3,-36.0,0,0
1724868103.40,0,,81.40,1403.29,22.1,53.1,38.1627640,-122.4584190,26.633,6112,22.0,3,-36.0,0,0
1724868103.50,0,,81.50,1405.62,22.1,51.8,38.1627770,-122.4583980,26.943,6114,25.5,3,-36.0,0,0
1724868103.60,0,,81.60,1408.03,22.1,49.7,38.1627910,-122.4583770,27.016,6120,24.5,3,-36.0,0,0
1724868103.70,0,,81.70,1410.45,22.1,46.4,38.1628060,-122.4583570,27.016,6127,23.5,3,-36.0,0,0
1724868103.80,0,,81.80,1412.86,19.7,46.4,38.1628210,-122.4583370,27.070,6130,25.0,3,-35.9,0,0
1724868103.90,0,,81.90,1415.22,19.7,44.9,38.1628360,-122.4583180,27.198,6185,26.0,3,-36.3,0,0
1724868104.00,0,,82.00,1417.59,19.7,41.5,38.1628520,-122.4583000,27.344,6235,32.0,3,-36.4,0,0
1724868104.10,0,,82.10,1420.05,19.7,39.8,38.1628690,-122.4582820,27.581,6273,36.0,3,-36.1,0,0
1724868104.20,0,,82.20,1422.51,19.7,39.8,38.1628860,-122.4582640,27.763,6335,36.0,3,-36.3,0,0
1724868104.30,0,,82.30,1424.86,19.7,36.5,38.1629030,-122.4582480,27.945,6343,35.0,3,-36.1,0,0
1724868104.40,0,,82.40,1427.40,19.7,33.5,38.1629220,-122.4582320,28.055,6379,32.0,3,-36.0,0,0
1724868104.50,0,,82.50,1429.84,19.7,34.9,38.1629400,-122.4582160,28.219,6406,30.5,3,-35.8,0,0
1724868104.60,0,,82.60,1432.33,19.7,31.8,38.1629590,-122.4582010,28.346,6441,32.0,3,-35.6,0,0
1724868104.70,0,,82.70,1434.86,19.7,28.8,38.1629790,-122.4581870,28.419,6445,29.5,3,-35.4,0,0
1724868104.80,0,,82.80,1437.40,17.1,28.8,38.1629990,-122.4581730,28.602,6474,26.0,3,-35.1,0,0
1724868104.90,0,,82.90,1439.90,17.1,27.1,38.1630190,-122.4581600,28.602,6468,26.0,3,-34.7,0,0
1724868105.00,0,,83.00,1442.36,17.1,25.3,38.1630390,-122.4581480,28.620,6536,24.5,3,-34.6,0,0
1724868105.10,0,,83.10,1444.92,17.1,24.2,38.1630600,-122.4581360,28.693,6502,24.5,3,-34.5,0,0
1724868105.20,0,,83.20,1447.52,17.1,19.7,38.1630820,-122.4581260,28.602,6507,25.0,3,-34.4,0,0
1724868105.30,0,,83.30,1450.01,17.1,20.5,38.1631030,-122.4581160,28.766,6512,29.5,3,-34.3,0,0
1724868105.40,0,,83.40,1452.58,17.1,17.8,38.1631250,-122.4581070,28.674,6515,31.0,3,-34.2,0,0
1724868105.50,0,,83.50,1455.15,17.1,17.8,38.1631470,-122.4580980,28.893,6546,31.0,3,-34.1,0,0
1724868105.60,0,,83.60,1457.78,17.1,13.5,38.1631700,-122.4580910,28.984,6569,31.0,3,-33.8,0,0
1724868105.70,0,,83.70,1460.28,17.1,12.1,38.1631920,-122.4580850,28.966,6559,31.5,3,-33.5,0,0
1724868105.80,0,,83.80,1462.89,14.6,11.6,38.1632150,-122.4580790,28.893,6539,31.5,3,-33.1,0,0
1724868105.90,0,,83.90,1465.49,14.6,9.7,38.1632380,-122.4580740,29.021,6601,31.5,3,-32.9,0,0
1724868106.00,0,,84.00,1468.07,14.6,7.8,38.1632610,-122.4580700,28.966,6549,32.0,3,-32.5,0,0
1724868106.10,0,,84.10,1470.63,14.6,3.9,38.1632840,-122.4580680,28.911,6555,32.0,3,-32.1,0,0
1724868106.20,0,,84.20,1473.19,14.6,3.9,38.1633070,-122.4580660,28.893,6581,32.0,3,-31.7,0,0
1724868106.30,0,,84.30,1475.64,14.6,2.0,38.1633290,-122.4580650,28.984,6575,34.5,3,-31.4,0,0
1724868106.40,0,,84.40,1478.31,14.6,358.1,38.1633530,-122.4580660,28.948,6578,35.0,3,-31.3,0,0
1724868106.50,0,,84.50,1480.87,14.6,0.0,38.1633760,-122.4580660,28.930,6569,36.0,3,-31.5,0,0
1724868106.60,0,,84.60,1483.43,14.6,356.1,38.1633990,-122.4580680,28.966,6589,43.5,3,-31.8,0,0
1724868106.70,0,,84.70,1486.00,14.6,356.1,38.1634220,-122.4580700,29.167,6659,45.5,3,-32.2,0,0
1724868106.80,0,,84.80,1488.58,14.5,352.2,38.1634450,-122.4580740,29.367,6647,44.0,3,-32.8,0,0
1724868106.90,0,,84.90,1491.05,14.5,351.9,38.1634670,-122.4580780,29.477,6673,50.0,3,-33.0,0,0
1724868107.00,0,,85.00,1493.66,14.5,348.4,38.1634900,-122.4580840,29.458,6737,56.0,3,-33.0,0,0
1724868107.10,0,,85.10,1496.27,14.5,348.4,38.1635130,-122.4580900,29.859,6777,58.5,3,-33.1,0,0
1724868107.20,0,,85.20,1498.90,14.5,346.5,38.1635360,-122.4580970,30.023,6854,62.0,3,-33.0,0,0
1724868107.30,0,,85.30,1501.42,14.5,346.0,38.1635580,-122.4581040,30.297,6915,62.0,3,-32.8,0,0
1724868107.40,0,,85.40,1504.10,14.5,342.9,38.1635810,-122.4581130,30.625,6961,62.5,3,-32.7,0,0
1724868107.50,0,,85.50,1506.77,14.5,342.9,38.1636040,-122.4581220,30.643,7001,63.5,3,-32.6,0,0
1724868107.60,0,,85.60,1509.48,14.5,341.1,38.1636270,-122.4581320,31.062,7088,63.5,3,-32.6,0,0
1724868107.70,0,,85.70,1512.21,14.5,339.4,38.1636500,-122.4581430,31.227,7110,64.0,3,-32.4,0,0
1724868107.80,0,,85.80,1514.94,15.5,339.4,38.1636730,-122.4581540,31.500,7208,65.0,3,-32.1,0,0
1724868107.90,0,,85.90,1517.74,15.5,336.0,38.1636960,-122.4581670,31.682,7261,67.0,3,-31.8,0,0
1724868108.00,0,,86.00,1520.54,15.5,336.0,38.1637190,-122.4581800,32.029,7323,67.5,3,-31.6,0,0
1724868108.10,0,,86.10,1523.34,15.5,336.0,38.1637420,-122.4581930,32.284,7363,68.0,3,-31.3,0,0
1724868108.20,0,,86.20,1526.11,15.5,331.8,38.1637640,-122.4582080,32.557,7421,69.0,3,-30.8,0,0
1724868108.30,0,,86.30,1528.99,15.5,332.9,38.1637870,-122.4582230,32.721,7417,69.0,3,-30.5,0,0
1724868108.40,0,,86.40,1531.90,15.5,331.3,38.1638100,-122.4582390,32.831,7514,69.0,3,-30.2,0,0
1724868108.50,0,,86.50,1534.76,15.5,328.7,38.1638320,-122.4582560,33.177,7561,69.0,3,-30.0,0,0
1724868108.60,0,,86.60,1537.72,15.5,329.8,38.1638550,-122.4582730,33.305,7607,71.0,3,-29.9,0,0
1724868108.70,0,,86.70,1540.63,15.5,327.2,38.1638770,-122.4582910,33.669,7705,72.0,3,-29.8,0,0
1724868108.80,0,,86.80,1543.64,16.4,324.4,38.1638990,-122.4583110,33.961,7715,71.5,3,-29.3,0,0
1724868108.90,0,,86.90,1546.60,16.4,325.8,38.1639210,-122.4583300,34.180,7787,73.0,3,-28.7,0,0
1724868109.00,0,,87.00,1549.65,16.4,323.1,38.1639430,-122.4583510,34.380,7839,73.5,3,-28.0,0,0
1724868109.10,0,,87.10,1552.71,16.4,323.1,38.1639650,-122.4583720,34.562,7860,72.5,3,-27.4,0,0
1724868109.20,0,,87.20,1555.74,16.4,320.5,38.1639860,-122.4583940,34.854,7912,72.5,3,-26.6,0,0
1724868109.30,0,,87.30,1558.90,16.4,320.6,38.1640080,-122.4584170,34.982,7924,71.0,3,-25.5,0,0
1724868109.40,0,,87.40,1562.07,16.4,320.6,38.1640300,-122.4584400,35.000,7973,70.5,3,-24.7,0,0
1724868109.50,0,,87.50,1565.21,16.4,318.1,38.1640510,-122.4584640,35.237,8022,72.0,3,-24.1,0,0
1724868109.60,0,,87.60,1568.43,16.4,319.4,38.1640730,-122.4584880,35.474,8048,72.0,3,-23.2,0,0
1724868109.70,0,,87.70,1571.63,16.4,316.9,38.1640940,-122.4585130,35.401,8035,71.5,3,-21.9,0,0
1724868109.80,0,,87.80,1574.89,17.3,315.8,38.1641150,-122.4585390,35.529,8117,71.5,3,-21.7,0,0
1724868109.90,0,,87.90,1578.07,17.3,314.4,38.1641350,-122.4585650,36.003,8235,71.5,3,-22.5,0,0
1724868110.00,0,,88.00,1581.39,17.3,314.7,38.1641560,-122.4585920,36.477,8341,71.5,3,-23.6,0,0
1724868110.10,0,,88.10,1584.63,17.3,313.3,38.1641760,-122.4586190,36.859,8381,73.0,3,-24.2,0,0
1724868110.20,0,,88.20,1587.95,17.3,314.7,38.1641970,-122.4586460,36.932,8444,75.0,3,-24.3,0,0
1724868110.30,0,,88.30,1591.34,17.3,313.6,38.1642180,-122.4586740,37.188,8540,77.5,3,-25.0,0,0
1724868110.40,0,,88.40,1594.71,17.3,311.3,38.1642380,-122.4587030,37.589,8577,80.0,3,-24.7,0,0
1724868110.50,0,,88.50,1598.09,17.3,313.6,38.1642590,-122.4587310,37.826,8639,82.5,3,-22.9,0,0
1724868110.60,0,,88.60,1601.53,17.3,310.3,38.1642790,-122.4587610,38.062,8757,83.5,3,-22.5,0,0
1724868110.70,0,,88.70,1604.97,17.3,310.3,38.1642990,-122.4587910,38.628,8801,84.5,3,-22.8,0,0
1724868110.80,0,,88.80,1608.41,18.2,310.3,38.1643190,-122.4588210,38.664,8824,84.5,3,-22.2,0,0
1724868110.90,0,,88.90,1611.91,18.2,309.4,38.1643390,-122.4588520,38.773,8879,85.0,3,-20.8,0,0
1724868111.00,0,,89.00,1615.42,18.2,309.4,38.1643590,-122.4588830,39.120,8964,86.0,3,-19.2,0,0
1724868111.10,0,,89.10,1618.99,18.2,308.5,38.1643790,-122.4589150,39.466,9020,87.0,3,-18.1,0,0
1724868111.20,0,,89.20,1622.64,18.2,307.6,38.1643990,-122.4589480,39.721,9064,88.5,3,-17.1,0,0
1724868111.30,0,,89.30,1626.28,18.2,307.6,38.1644190,-122.4589810,39.922,9113,89.5,3,-16.4,0,0
1724868111.40,0,,89.40,1629.92,18.2,307.6,38.1644390,-122.4590140,40.177,9206,89.5,3,-16.4,0,0
1724868111.50,0,,89.50,1633.63,18.2,306.8,38.1644590,-122.4590480,40.396,9274,90.5,3,-16.5,0,0
1724868111.60,0,,89.60,1637.35,18.2,306.8,38.1644790,-122.4590820,40.760,9303,91.0,3,-16.0,0,0
1724868111.70,0,,89.70,1641.13,18.2,306.0,38.1644990,-122.4591170,40.943,9378,91.5,3,-14.7,0,0
1724868111.80,0,,89.80,1644.85,19.4,304.6,38.1645180,-122.4591520,41.326,9435,92.5,3,-13.8,0,0
1724868111.90,0,,89.90,1648.63,19.4,306.0,38.1645380,-122.4591870,41.562,9512,93.0,3,-13.7,0,0
1724868112.00,0,,90.00,1652.48,19.4,305.2,38.1645580,-122.4592230,41.799,9579,93.0,3,-13.7,0,0
1724868112.10,0,,90.10,1656.41,19.4,304.5,38.1645780,-122.4592600,42.091,9625,96.5,3,-13.4,0,0
1724868112.20,0,,90.20,1660.26,19.4,305.2,38.1645980,-122.4592960,42.419,9690,100.0,3,-13.0,0,0
1724868112.30,0,,90.30,1664.19,19.4,304.5,38.1646180,-122.4593330,42.674,9738,100.0,3,-12.8,0,0
1724868112.40,0,,90.40,1668.13,19.4,302.5,38.1646370,-122.4593710,43.057,9817,100.0,3,-12.8,0,0
1724868112.50,0,,90.50,1672.05,19.4,304.5,38.1646570,-122.4594080,43.440,9879,100.0,3,-12.7,0,0
1724868112.60,0,,90.60,1675.99,19.4,302.5,38.1646760,-122.4594460,43.622,9954,100.0,3,-12.7,0,0
1724868112.70,0,,90.70,1680.00,19.4,301.8,38.1646950,-122.4594850,44.005,10037,100.0,3,-13.1,0,0
1724868112.80,0,,90.80,1684.07,21.5,303.1,38.1647150,-122.4595240,44.242,10094,100.0,3,-13.8,0,0
1724868112.90,0,,90.90,1688.14,21.5,303.1,38.1647350,-122.4595630,44.643,9417,100.0,3,-14.7,0,0
1724868113.00,0,,91.00,1692.23,21.5,301.1,38.1647540,-122.4596030,43.878,8449,100.0,4,-14.8,0,0
1724868113.10,0,,91.10,1696.37,21.5,302.5,38.1647740,-122.4596430,44.917,8490,100.0,4,-14.8,0,0
1724868113.20,0,,91.20,1700.46,21.5,301.1,38.1647930,-122.4596830,44.862,8506,100.0,4,-14.9,0,0
1724868113.30,0,,91.30,1704.62,21.5,300.5,38.1648120,-122.4597240,44.807,8542,100.0,4,-14.0,0,0
1724868113.40,0,,91.40,1708.70,21.5,301.1,38.1648310,-122.4597640,45.135,8577,100.0,4,-13.2,0,0
1724868113.50,0,,91.50,1712.86,21.5,300.5,38.1648500,-122.4598050,45.372,8626,100.0,4,-12.6,0,0
1724868113.60,0,,91.60,1717.10,21.5,299.9,38.1648690,-122.4598470,45.646,8661,100.0,4,-12.0,0,0
1724868113.70,0,,91.70,1721.26,21.5,300.5,38.1648880,-122.4598880,45.701,8674,100.0,4,-11.5,0,0
1724868113.80,0,,91.80,1725.50,23.6,299.9,38.1649070,-122.4599300,45.901,8659,100.0,4,-11.2,0,0
1724868113.90,0,,91.90,1729.73,23.6,299.9,38.1649260,-122.4599720,45.846,8734,100.0,4,-11.1,0,0
1724868114.00,0,,92.00,1733.99,23.6,298.0,38.1649440,-122.4600150,46.266,8798,100.0,4,-11.2,0,0
1724868114.10,0,,92.10,1738.31,23.6,299.3,38.1649630,-122.4600580,46.320,8814,100.0,4,-10.7,0,0
1724868114.20,0,,92.20,1742.62,23.6,299.3,38.1649820,-122.4601010,46.448,8842,100.0,4,-9.7,0,0
1724868114.30,0,,92.30,1746.88,23.6,298.0,38.1650000,-122.4601440,46.740,8900,100.0,4,-9.2,0,0
1724868114.40,0,,92.40,1751.19,23.6,299.3,38.1650190,-122.4601870,46.740,8892,100.0,4,-9.0,0,0
1724868114.50,0,,92.50,1755.52,23.6,297.5,38.1650370,-122.4602310,46.885,8951,100.0,4,-8.3,0,0
1724868114.60,0,,92.60,1759.91,23.6,298.8,38.1650560,-122.4602750,47.250,8966,100.0,4,-7.5,0,0
1724868114.70,0,,92.70,1764.25,23.6,297.5,38.1650740,-122.4603190,47.214,8947,100.0,4,-6.8,0,0
1724868114.80,0,,92.80,1768.66,25.6,297.0,38.1650920,-122.4603640,47.596,9017,94.5,4,-5.9,0,0
1724868114.90,0,,92.90,1773.05,25.6,298.8,38.1651110,-122.4604080,47.651,8958,81.0,4,-5.3,0,0
1724868115.00,0,,93.00,1777.47,25.6,297.0,38.1651290,-122.4604530,47.596,8908,54.5,4,-4.6,0,0
1724868115.10,0,,93.10,1781.88,25.6,297.0,38.1651470,-122.4604980,47.323,8876,46.0,4,-4.1,0,0
1724868115.20,0,,93.20,1786.29,25.6,297.0,38.1651650,-122.4605430,47.159,8829,36.0,4,-3.8,0,0
1724868115.30,0,,93.30,1790.71,25.6,297.0,38.1651830,-122.4605880,47.049,8795,25.0,4,-3.7,0,0
1724868115.40,0,,93.40,1795.12,25.6,297.0,38.1652010,-122.4606330,46.539,8711,14.5,4,-4.0,0,0
1724868115.50,0,,93.50,1799.46,25.6,297.5,38.1652190,-122.4606770,46.229,8297,2.0,4,-4.3,0,0
1724868115.60,0,,93.60,1803.74,25.6,296.2,38.1652360,-122.4607210,45.828,8538,0.0,4,-4.6,0,0
1724868115.70,0,,93.70,1808.08,25.6,297.5,38.1652540,-122.4607650,45.208,8449,0.0,4,-3.7,0,0
1724868115.80,0,,93.80,1812.37,27.6,296.2,38.1652710,-122.4608090,44.734,8383,0.0,4,-2.3,0,0
1724868115.90,0,,93.90,1816.57,27.6,296.7,38.1652880,-122.4608520,44.388,8276,0.0,4,-2.0,0,0
1724868116.00,0,,94.00,1820.70,27.6,297.2,38.1653050,-122.4608940,43.823,8188,0.0,4,-2.1,0,0
1724868116.10,0,,94.10,1824.83,27.6,297.2,38.1653220,-122.4609360,43.349,8073,0.0,4,-1.6,0,0
1724868116.20,0,,94.20,1828.91,27.6,295.9,38.1653380,-122.4609780,42.602,7883,0.0,4,-1.3,0,0
1724868116.30,0,,94.30,1832.92,27.6,296.4,38.1653540,-122.4610190,41.690,7762,0.0,4,-0.5,0,0
1724868116.40,0,,94.40,1836.84,27.6,297.0,38.1653700,-122.4610590,41.107,7651,0.0,4,-0.5,0,0
1724868116.50,0,,94.50,1840.76,27.6,297.0,38.1653860,-122.4610990,40.414,7493,0.0,4,-1.0,0,0
1724868116.60,0,,94.60,1844.61,27.6,297.6,38.1654020,-122.4611380,39.539,7323,0.0,4,-1.2,0,0
1724868116.70,0,,94.70,1848.41,27.6,296.1,38.1654170,-122.4611770,38.773,7233,0.0,4,-1.6,0,0
1724868116.80,0,,94.80,1852.04,29.5,297.3,38.1654320,-122.4612140,38.245,7109,0.0,4,-2.2,0,0
1724868116.90,0,,94.90,1855.68,29.5,297.3,38.1654470,-122.4612510,37.589,7236,0.0,4,-2.9,0,0
1724868117.00,0,,95.00,1859.20,29.5,296.3,38.1654610,-122.4612870,37.115,8269,0.0,3,-3.2,0,0
1724868117.10,0,,95.10,1862.71,29.5,296.3,38.1654750,-122.4613230,36.385,8177,0.0,3,-2.5,0,0
1724868117.20,0,,95.20,1866.27,29.5,297.9,38.1654900,-122.4613590,35.930,7914,0.0,3,-1.6,0,0
